,review_body,stars,language,translated_review
120,"Son una puta mierda... No los recomiendo para nada, silicona de mala calidad los compre para unos compañeros y para mi y todos con alergias en las orejas, están guardadas en el cubo de la basura",1,es,"They are fucking shit... I don't recommend them at all, poor quality silicone, I bought them for some colleagues and for me and everyone with ear allergies, they are stored in the trash can"
121,"Es tal y como se describe, fácil de limpiar y muy grande, tengo un american stafford y un collie y se tumban los dos, la tela es transpirable y fresquita.",5,es,"It is just as described, easy to clean and very large, I have an American Stafford and a collie and they both lie down, the fabric is breathable and cool."
122,"Muy mal producto, es muy corta y además los bordes quedan con aire como en la foto, he probado muchos y es la primera vez que me ha pasado",1,es,"Very bad product, it is very short and also the edges are airy like in the photo, I have tried many and it is the first time that has happened to me"
123,"Es una porqueria, no vale para nada, se dobla por todas partes.",1,es,"It's crap, it's worthless, it bends everywhere."
124,"No puedes sincronizar los dos, solo uno de ellos",2,es,"You can't sync both, only one of them"
125,Este producto ha sido anulado. Su envío ha sido cancelado.,1,pt,This product has been cancelled. Your shipment has been cancelled.
126,"Bastante bien, aguante todo el día, negro negro negro, eso si aplicarlo con calma y paciencia",4,es,"Pretty good, lasts all day, black black black, but apply it calmly and patiently"
127,"Funciona bien, las ranuras usb estan demasiado juntas y no puedes usarlas todas a la vez dependiendo de que estas enchufando, parece que se enciende y apaga todo el rato porque sale constantemente la ventada del pen o lo que sea.",3,es,"It works well, the USB slots are too close together and you can't use them all at the same time depending on what you're plugging in, it seems like it turns on and off all the time because the pen window constantly pops out or whatever."
128,"Está mal hecho, no sirve de mucho para explicar tratamientos, demasiado artificial, por eso será tan barato, no volver a pedir",1,es,"It's poorly made, not much use to explain treatments, too artificial, that's why it will be so cheap, don't order again"
129,El color es diferente y aunque las facciones sean las mismas no es lo mismo no lo recomiendo si lo que quieres son los mismos colores que la foto,3,es,The color is different and although the features are the same it is not the same I do not recommend it if what you want are the same colors as the photo
130,Justo lo que necesitaba,5,es,Just what I needed
131,No cumple su función. La compré para que hiciera el vacío en las botellas y cierra. On dificultad.,1,es,It doesn't fulfill its function. I bought it to vacuum the bottles and close them. On difficulty.
132,sin ninguna queja llegada del producto en su justo tiempo,5,es,"Without any complaints, the product arrived on time."
133,Calentitas aunque calan un poco en agua y la nieve,5,es,Warm although they soak a little in water and snow
134,Mala calidad. Se rompen muy rápidamente.,2,es,Poor quality. They break very quickly.
135,Para la espalda muy bien,2,es,For the back very good
136,"No sé adapta a la descripción, le faltan utensilios que vienen descritos, el recorte de la barba no lo hace de manera minuciosa debido a que el peine no se adapta a barba corta...Un desastre",2,es,"I don't know how it fits the description, it lacks the tools that are described, the beard is not trimmed thoroughly because the comb does not adapt to short beards... A disaster"
137,"Filtro eficiente y seguro,no parece agua de grifo cuando la bebés y ha pasado por este filtro , recomendable .",4,es,"Efficient and safe filter, it does not look like tap water when you drink it and it has passed through this filter, recommended."
138,"Pues básicamente lo que dice el titulo, el cargador no cumple con las expectativas, lo compré hace menos de un año y me duró 3/4 meses. El cable empezó a funcionar mal a los dos meses aproximadamente, y finalmente dejó de hacer conexión al principio del cable por donde se conecta a la ""caja de alimentación"". Se calienta mucho desde el primer día, llegando a quemar. NADA RECOMENDABLE. Mejor los de la marca AURSEN aunque no tengan reseñas.",1,es,"Well basically what the title says, the charger does not meet expectations, I bought it less than a year ago and it lasted 3/4 months. The cable started malfunctioning after about two months, and eventually stopped making a connection at the beginning of the cable where it connects to the ""power box."" It gets very hot from the first day, even burning. NOTHING RECOMMENDED. Better those from the AURSEN brand even if they don't have reviews."
139,"Una estafa, pequeños, no te viene tan adornado, es super cutre, nada que ver con la foto. No os lo recomiendo, eran para regalar y da hasta pena darselos a alguien",1,es,"A scam, little ones, it doesn't come so decorated, it's super shabby, nothing to do with the photo. I don't recommend it, they were meant to be given as gifts and it's even sad to give them to someone."
140,"Horrible, no se adhiere bien. El material no es cristal templado si no plástico. Al escribir hace un mal contacto con la pantalla.",1,es,"Horrible, it doesn't adhere well. The material is not tempered glass but plastic. When writing, it makes poor contact with the screen."
141,Muy enfadada por el retraso en la llegada. Aún no lo he recibido,1,es,Very angry about the delay in arrival. I haven't received it yet
142,Están bien pero me han durado 3 meses,2,es,They are good but they lasted me 3 months
143,No pude ni probarlo porque me lo enviaron sin el cable USB. Le pregunté al vendedor si me enviaba el cable y me recomendó devolver el producto...,3,es,I couldn't even try it because they sent it to me without the USB cable. I asked the seller if he would send me the cable and he recommended that I return the product...
144,Compré este taladro pensando que tendría bastante fuerza pero lo he probado y tiene muy poca potencia no me ha gustado qué es hacer un agujero en un muro un poco fuerte y me costó mucho casi no lo voy a hacer así no me gustó,2,es,I bought this drill thinking that it would have enough power but I have tried it and it has very little power. I didn't like it. I didn't like making a hole in a wall that was a little strong and it cost me a lot. I'm almost not going to do it so I didn't like it.
145,"No puedo opinar sobre el artículo pues, me han enviado otro producto distinto al solicitado y encima defectuoso, he tenido que devolverlo.",1,es,"I cannot comment on the article because they sent me another product different from the one requested and defective, I had to return it."
146,"Se presenta perfectamente acabada y realmente bonita, pero llevándola a diario, pierde pronto el color, quedando de color marron, una pena",2,es,"It is perfectly finished and really pretty, but if you wear it every day, it soon loses its color, becoming brown, a shame."
147,No vale para el bq Aquaris U2 no tapa toda la pantalla!!! Le falta 1 cm por un lado y otro por abajo,1,es,"It is not valid for the bq Aquaris U2, it does not cover the entire screen!!! It is missing 1 cm on one side and another on the bottom"
148,"todo correcto llegada, proteccion en el envio, funcionamiento",5,es,"everything correct arrival, protection in shipping, operation"
